カテゴリーID,動画ID,製品タイトル,カテゴリー,コンテンツタイトル,コンテンツ概要
ESY-SET02-02,ESY4790S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,スーパーマーケットではたらく人々　店のくふうを調べよう,スーパーマーケットではたらく人々　店のくふうを調べよう(長編）,"親子３人がスーパーマーケットで買い物をするようすを通して、スーパーマーケットの仕組みや店で働く人々の仕事を紹介します。また、店で働く人々が、お客さんのことを考えながらさまざまな工夫や取り組みを行っていることを紹介します。（１７分５９秒）"
ESY-SET02-02,ESY4800S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,スーパーマーケットではたらく人々　店のくふうを調べよう,店にならぶさまざまな品物,"スーパーマーケットを訪ねて、野菜や果物、魚などのさまざまな品物が、日本・世界各地から取り寄せられていることを紹介します。また、鮮魚作業室ではたらく人たちの仕事のようすを紹介します。（６分３１秒）"
ESY-SET02-02,ESY4810S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,スーパーマーケットではたらく人々　店のくふうを調べよう,商品の仕入れと開店のじゅんび,"店ではたらく人たちが手分けをして、開店前にさまざまな準備をしているようすを紹介します。（３分１２秒）"
ESY-SET02-02,ESY4820S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,スーパーマーケットではたらく人々　店のくふうを調べよう,店のくふうと取り組み,"お客さんが買い物をしやすいように、店側がさまざまな工夫をしているようすを紹介します。また、資源の回収や、店から出るごみのリサイクルなど、環境を考えた取り組みを行っていることも紹介します。（７分５１秒）"
ESY-SET02-03,ESY5040S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,まちの昔さがし,まちの昔さがし(長編）,"子どもたちが班ごとにまちの昔を探していくようすを通して、まちに残る古いものを調べる手順や方法を紹介します。また、調べたことを地図や年表にまとめて発表するようすも紹介します。（１５分３８秒）"
ESY-SET02-03,ESY5070S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,まちの昔さがし,昔さがしのじゅんび,"町に残る古いもの探しをするために、どのような準備をすればよいのかを紹介します。（１分４１秒）"
ESY-SET02-03,ESY5080S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,まちの昔さがし,昔さがしのようすと発表（一班）,"資料館やお寺を訪ねながら、昔探しをしているようすを紹介します。（４分３１秒）"
ESY-SET02-03,ESY5090S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,まちの昔さがし,昔さがしのようすと発表（二班）,"通りに残る道しるべや常夜灯を調べたり、神社を訪ねたりしながら、昔探しをしているようすを紹介します。（４分３５秒）"
ESY-SET02-03,ESY5100S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,まちの昔さがし,昔さがしと古い道具（三班）,"郷土資料館を訪ねて、昔の農機具や古い道具を見学したり、体験したりしているようすを紹介します。（３分２３秒）"
ESY-SET02-03,ESY5110S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,まちの昔さがし,まちの昔をまとめる,"それぞれの班で調べたことを整理して、歴史マップやまちの年表にまとめるようすを紹介します。（１分１３秒）"
ESY-SET02-04,ESY4830S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,火事からくらしを守る,火事からくらしを守る(長編）,"火事からわたしたちのくらしを守るために、消防署で働く人々が消火活動をしたり、日頃からまちの消火施設の点検をしたりしているようすを紹介します。また、まちの消防団の訓練や、小学校の避難訓練のようすなども紹介します。（１６分１０秒）"
ESY-SET02-04,ESY4840S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,火事からくらしを守る,火事の発生,"火事の通報を受けてから消防自動車が火災現場に駆け付けて消火活動を行うまでのようすを紹介します。（２分１５秒）"
ESY-SET02-04,ESY4850S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,火事からくらしを守る,火事を早く消すために,"火事を一刻も早く消すための連絡網などをイラストを交えながら紹介します。（２分３９秒）"
ESY-SET02-04,ESY4860S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,火事からくらしを守る,火事にそなえる消防しょ,"消防署や、消防署員たちの日頃の防火の取り組みを紹介します。また、まちの行事での防火の呼び掛けや、深夜に発生した火事の消火活動についても紹介します。（６分１２秒）"
ESY-SET02-04,ESY4870S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,火事からくらしを守る,まちの消防団,"町の消防団の訓練を紹介します。（１分１５秒）"
ESY-SET02-04,ESY4880S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,火事からくらしを守る,小学校のひなんくんれんと火災けいほう器,"小学校の避難訓練のようすを紹介します。火災警報器の説明もします。（３分３３秒）"
ESY-SET02-05,ESY4980S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,水はどこからどこへ　みずえとみず太のたび,水はどこからどこへ　みずえとみず太のたび(長編）,"わたしたちの生活に欠かせない水は、どこからきて、どこへ行くのか、水の妖精のみずえやみず太とともに見ていきます。また、水源の森やダム、浄水場、下水処理場などの施設の働きや役割を紹介します。（１８分４０秒）"
ESY-SET02-05,ESY4990S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,水はどこからどこへ　みずえとみず太のたび,じゃ口～給水所,"水のしずくのキャラクターと共に、家庭に水を送り出している給水所を訪ねます。（２分９秒）"
ESY-SET02-05,ESY5000S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,水はどこからどこへ　みずえとみず太のたび,じょう水場,"浄水場を訪ねて、水をきれいにするしくみをイラストなどを交えながら紹介します。（２分５０秒）"
ESY-SET02-05,ESY5010S,小学校　３・４年　社会　くらしシリーズ　全６タイトル,水はどこからどこへ　みずえとみず太のたび,取水ぜき～川,"浄水場に川の水を取り入れる取水ぜきを紹介します。また、川原でキャンプなどをするときに、ごみを捨てないようにすることを説明します。（１分１２秒）"
